GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0.0078889, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0.0010002, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0.0010395, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0.0010007, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0.0010031, 1, 80, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0.0030155, 5, 329, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.0060929, 10, 632, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0, 0, 100, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 6, 6, 0, 2, 368, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 12, 12, 0.0010016, 8, 734, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 18, 18, 0.0080084, 55, 8215, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 24, 24, 0.115852, 591, 39665, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 30, 0.0938748, 427, 31567, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 0, 100, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0, 6, 514, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 16, 0, 1, 57546, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 24, 0.0051675, 24, 58408, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 33, 0.0058945, 24, 58329, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 40, 0.0141417, 41, 58821, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0, 0, 57150, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.001001, 9, 57992, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0059897, 23, 58387, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 60, 54, 0.0145055, 39, 58742, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 72, 0.0281, 65, 60553, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 100, 90, 0.0571186, 91, 61900, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0020279, 9, 57734, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 38, 0.0050107, 16, 57715, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 76, 0.0216168, 45, 59212, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 120, 114, 0.0645839, 85, 61545, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 160, 152, 0.090599, 95, 62106, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 200, 190, 0.180584, 152, 65263, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 5, 2.5, 0, 0, 100, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0, 0, 100, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 7.5, 0.0055308, 39, 2759, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 10, 0.0020003, 16, 3055, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 25, 12.5, 0.0050197, 26, 2501, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0, 0, 100, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0010004, 3, 57408, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0, 0, 56983, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 16, 0, 0, 56906, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.0330768, 99, 62277, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0, 0, 57184, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0, 0, 57039, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0, 0, 56630, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0.0010019, 0, 57169, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0, 1, 56646, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0009995, 0, 57281, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0, 0, 56918, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0.0010976, 0, 56879, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0, 1, 56658, 
GeneticAlgorithm`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.0119871, 19, 57774, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 6, 6, 0, 1, 139, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 12, 12, 0.0047765, 12, 1043, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 18, 18, 0.056302, 198, 16271, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 24, 24, 0.3025614, 797, 65502, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 30, 0.2680611, 737, 60494, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0, 1, 134, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 17, 0.0953989, 393, 32309, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 25, 0.2232503, 574, 47151, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 32, 0.0798107, 165, 13544, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 40, 0.0380647, 66, 5446, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0052377, 16, 1384, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0395879, 93, 7673, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 60, 54, 0.0887676, 142, 11651, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 70, 0.1044247, 140, 11443, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 100, 88, 0.1018736, 119, 9712, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0090885, 32, 2693, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 38, 0.0171463, 47, 3846, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 76, 0.344427, 374, 30528, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 120, 114, 0.3301091, 291, 23721, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 160, 147, 0.6478545, 401, 32778, 
EncodedGA`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 200, 183, 1.5404891, 785, 64190, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 5, 2.5, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 7.5, 0.0010157, 4, 351, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 10, 0.1181577, 403, 33102, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 25, 11, 0.0090208, 29, 2423, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0190894, 52, 4287, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.069416, 198, 16305, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.2125514, 496, 40709, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.0400167, 83, 6812, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0.0010148, 1, 134, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0.0020295, 2, 180, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0, 0, 50, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0.009008, 12, 981, 
EncodedGA`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.008204, 9, 742, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 6, 6, 0, 2, 328, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 12, 12, 0.0140003, 58, 5888, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 18, 18, 0.0253047, 73, 22291, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 24, 24, 0.0369999, 140, 77046, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 30, 0.1058995, 303, 85421, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 10, 0.0009998, 1, 268, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 17, 0.2447158, 855, 152550, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 24, 0.0119574, 37, 85025, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 32, 0.0211247, 52, 86162, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 40, 0.0300634, 60, 86707, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0, 0, 82580, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0049988, 18, 83759, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0181008, 48, 85834, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 60, 54, 0.0920081, 151, 94151, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 72, 0.1001654, 110, 90753, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 100, 90, 0.3270956, 345, 109921, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0015397, 7, 82840, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 38, 0.0147058, 35, 84767, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 76, 0.073694, 87, 88855, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 120, 114, 0.2500398, 195, 97715, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 160, 152, 0.2743053, 174, 96074, 
EncodedGA`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 200, 190, 0.3927321, 217, 99453, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 5, 2.5, 0.0010007, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 7.5, 0.0124839, 59, 5304, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 10, 0.0348751, 105, 41782, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 25, 11, 0.0080033, 29, 84437, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0, 0, 100, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.0222795, 77, 88594, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 13, 0.1678451, 441, 118227, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 17, 0.046174, 91, 89407, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 21, 0.3745305, 697, 138773, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0.0010802, 0, 82360, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0.001, 0, 82063, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0, 0, 81872, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0.0009834, 1, 81865, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0.0020027, 2, 81888, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 0, 82293, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0, 0, 81954, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0, 0, 81815, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0.0091805, 12, 82747, 
EncodedGA`1, UniformCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.0222376, 27, 83998, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 6, 6, 0, 2, 143, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 12, 12, 0.0010066, 10, 567, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 18, 18, 0.0104541, 58, 3295, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 24, 24, 0.0433889, 272, 15558, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 30, 0.0436689, 176, 10132, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0.001, 4, 236, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 20, 0.1624861, 914, 52182, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 29, 0.1039987, 511, 28946, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 37, 0.097369, 376, 21349, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 50, 48, 0.2324407, 737, 41837, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0.001, 6, 406, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 18, 0.0020761, 10, 604, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 36, 0.0095174, 40, 2278, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 60, 55, 0.0292515, 91, 5180, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 73, 0.1923294, 392, 22344, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 100, 90, 0.0703339, 130, 7325, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 20, 19, 0.0019776, 10, 586, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 40, 38, 0.0213008, 46, 2645, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 80, 76, 0.0798365, 166, 9412, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 120, 114, 0.1142342, 159, 9019, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 160, 152, 0.3760339, 385, 21737, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 200, 190, 0.4790884, 392, 22132, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 5, 2.5, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0, 1, 111, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 7.5, 0.0009995, 6, 357, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 10, 0.0069996, 48, 2710, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 25, 12.5, 0.0110798, 46, 2666, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 10, 5, 0.0173746, 108, 6295, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0.1530177, 973, 55568, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0, 1, 108, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 16, 0, 1, 112, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 50, 20, 0.0019999, 7, 413, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 15, 6, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 30, 12, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 45, 18, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 24, 0.0010546, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 75, 30, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 20, 9, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 40, 18, 0.0009992, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 60, 27, 0, 0, 50, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 80, 36, 0.0015856, 2, 144, 
GeneticAlgorithm`1, OnePointCrossover, CBinaryBimodalDeceptiveConcatenationEvaluation, 100, 45, 0.0009994, 2, 135, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 3, 3, 0, 0, 100, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 6, 6, 0.0005002, 3, 420, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 12, 12, 0.0039174, 27, 2106, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 18, 18, 0.0198882, 120, 10111, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 24, 24, 0.019059, 104, 21640, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 30, 30, 0.0303139, 147, 18625, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 5, 5, 0, 0, 100, 
GeneticAlgorithm`1, UniformCrossover, CBinaryStandardDeceptiveConcatenationEvaluation, 10, 9, 0.0005124, 2, 57859, 
